icao,iata,name,city,country,latitude,longitude,timezone
06N7,NYS,New York Skyports Seaplane Base,New York,US,40.73399083,-73.97291638,America/New_York
19AK,ICY,Icy Bay Airport,Icy Bay,US,59.96900177,-141.662002563,America/Anchorage
2AK6,HGZ,Hog River Airport,Hogatza,US,66.2161026,-155.6690063,America/Anchorage
38WA,BYW,Blakely Island Airport,Blakely Island,US,48.5789985657,-122.825996399,America/Los_Angeles
3IS8,BDF,Rinkenberger Restricted Landing Area,Bradford,US,41.2308998108,-89.6156997681,America/Chicago
65LA,BCS,Southern Seaplane Airport,Belle Chasse,US,29.8661003113,-90.0222015381,America/Chicago
7NC2,DUF,Pine Island Airport,Corolla,US,36.2535018921,-75.7884979248,America/New_York
82CL,FOB,Fort Bragg Airport,Fort Bragg,US,39.4743003845,-123.79599762,America/Los_Angeles
AGAF,AFT,Afutara Aerodrome,Bila,SB,-9.1913888889,160.948611111,Pacific/Guadalcanal
AGAR,RNA,Ulawa Airport,Arona,SB,-9.8605435826,161.979546547,Pacific/Guadalcanal
AGAT,ATD,Uru Harbour Airport,Atoifi,SB,-8.8733301163,161.0110015869,Pacific/Guadalcanal
AGBA,VEV,Barakoma Airport,Barakoma,SB,-7.912779808,156.7059936523,Pacific/Guadalcanal
AGBT,BPF,Batuna Aerodrome,Batuna Mission Station,SB,-8.5620277778,158.119305556,Pacific/Guadalcanal
AGEV,GEF,Geva Airport,Liangia,SB,-7.5758299828,156.5970001221,Pacific/Guadalcanal
AGGA,AKS,Auki Airport,Auki,SB,-8.7025699616,160.682006836,Pacific/Guadalcanal
AGGB,BNY,Bellona/Anua Airport,Anua,SB,-11.3022222222,159.798333333,Pacific/Guadalcanal
AGGC,CHY,Choiseul Bay Airport,Unknown,SB,-6.711944,156.396111,Pacific/Guadalcanal
AGGE,BAS,Ballalae Airport,Ballalae,SB,-6.990745,155.886656,Pacific/Guadalcanal
AGGF,FRE,Fera/Maringe Airport,Fera Island,SB,-8.1075000763,159.5769958496,Pacific/Guadalcanal
AGGH,HIR,Honiara International Airport,Honiara,SB,-9.4280004501,160.0549926758,Pacific/Guadalcanal
AGGI,MBU,Babanakira Airport,Mbambanakira,SB,-9.7475004196,159.8390045166,Pacific/Guadalcanal
AGGJ,AVU,Avu Avu Airport,Unknown,SB,-9.8683333333,160.410555556,Pacific/Guadalcanal
AGGK,IRA,Ngorangora Airport,Kirakira,SB,-10.4497003555,161.8979949951,Pacific/Guadalcanal
AGGL,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SB,-10.7202997208,165.7949981689,Pacific/Guadalcanal
AGGM,MUA,Munda Airport,Unknown,SB,-8.3279695511,157.2630004883,Pacific/Guadalcanal
AGGN,GZO,Nusatupe Airport,Gizo,SB,-8.0977802277,156.863998413,Pacific/Guadalcanal
AGGO,MNY,Mono Airport,Stirling Island,SB,-7.4169402122,155.5650024414,Pacific/Guadalcanal
AGGP,PRS,Parasi Airport,Parasi,SB,-9.6416702271,161.4250030518,Pacific/Guadalcanal
AGGR,RNL,Rennell/Tingoa Airport,Rennell Island,SB,-11.5339002609,160.06300354,Pacific/Guadalcanal
AGGS,EGM,Sege Airport,Sege,SB,-8.5788898468,157.8760070801,Pacific/Guadalcanal
AGGT,NNB,Santa Ana Airport,Santa Ana Island,SB,-10.847994,162.454108,Pacific/Guadalcanal
AGGU,RUS,Marau Airport,Marau,SB,-9.8616695404,160.824996948,Pacific/Guadalcanal
AGGV,VAO,Suavanao Airport,Suavanao,SB,-7.585559845,158.7310028076,Pacific/Guadalcanal
AGGY,XYA,Yandina Airport,Yandina,SB,-9.092816,159.21841,Pacific/Guadalcanal
AGKG,KGE,Kagau Island Airport,Kagau Island,SB,-7.3330001831,157.5829925537,Pacific/Guadalcanal
AGKW,KWS,Kwailabesi Airport,Kwailabesi,SB,-8.360508,160.775127,Pacific/Guadalcanal
AGOK,GTA,Gatokae Airport,Gatokae,SB,-8.739167,158.203056,Pacific/Guadalcanal
AGRC,RIN,Ringi Cove Airport,Ringi Cove,SB,-8.1263904572,157.1430053711,Pacific/Guadalcanal
AGRM,RBV,Ramata Airport,Ramata,SB,-8.1680603027,157.6430053711,Pacific/Guadalcanal
AK13,CEX,Chena Hot Springs Airport,Chena Hot Springs,US,65.0518035889,-146.04699707,America/Anchorage
AK33,HED,Herendeen Bay Airport,Herendeen Bay,US,55.801399231,-160.899002075,America/Anchorage
AK49,TWE,Taylor Airport,Taylor,US,65.6792984009,-164.798995972,America/Nome
AK75,CDL,Candle 2 Airport,Candle,US,65.907699585,-161.925994873,America/Anchorage
AK97,BSW,Boswell Bay Airport,Boswell Bay,US,60.4230995178,-146.145996094,America/Anchorage
ANYN,INU,Nauru International Airport,Yaren District,NR,-0.547458,166.919006,Pacific/Nauru
AYAF,AFR,Afore Airstrip,Afore,PG,-9.14222,148.39083,Pacific/Port_Moresby
AYAI,ATP,Aitape Airport,Aitape,PG,-3.1436111111,142.346805556,Pacific/Port_Moresby
AYAM,AMU,Amanab Airport,Amanab,PG,-3.586,141.214333333,Pacific/Port_Moresby
AYAN,ADC,Andakombe Airport,Andekombe,PG,-7.1372222222,145.744722222,Pacific/Port_Moresby
AYAO,AIE,Aiome Airport,Aiome,PG,-5.145699978,144.7307003,Pacific/Port_Moresby
AYAQ,KPM,Kompiam Airport,Unknown,PG,-5.3816666667,143.924722222,Pacific/Port_Moresby
AYAT,AUJ,Ambunti Airport,Ambunti,PG,-4.2156666667,142.823166667,Pacific/Port_Moresby
AYAW,AWB,Awaba Airport,Awaba,PG,-8.0061101914,142.748352051,Pacific/Port_Moresby
AYAY,AYU,Aiyura Airport,Aiyura Valley,PG,-6.3380555556,145.904166667,Pacific/Port_Moresby
AYBA,VMU,Baimuru Airport,Baimuru,PG,-7.4968600273,144.819900513,Pacific/Port_Moresby
AYBG,BDZ,Baindoung Airport,Unknown,PG,-6.3472222222,146.942222222,Pacific/Port_Moresby
AYBK,BUA,Buka Airport,Buka Island,PG,-5.4223198891,154.6730041504,Pacific/Bougainville
AYBL,BAA,Bialla Airport,Bialla,PG,-5.329445,151.006128,Pacific/Port_Moresby
AYBM,OPU,Balimo Airport,Balimo,PG,-8.0500001907,142.932998657,Pacific/Port_Moresby
AYBU,BUL,Bulolo Airport,Bulolo,PG,-7.2162866714,146.649541855,Pacific/Port_Moresby
AYCG,CGC,Cape Gloucester Airport,Cape Gloucester,PG,-5.455122,148.423082,Pacific/Port_Moresby
AYCH,CMU,Chimbu Airport,Kundiawa,PG,-6.0242900848,144.970993042,Pacific/Port_Moresby
AYDA,DAO,Dahamo Airstrip,Dabo,PG,-5.753194,141.993611,Pacific/Port_Moresby
AYDB,DBP,Debepare Airport,Debepare,PG,-6.308611,141.905556,Pacific/Port_Moresby
AYDE,DER,Derim Airport,Derim,PG,-6.1447222222,147.107222222,Pacific/Port_Moresby
AYDU,DAU,Daru Airport,Daru,PG,-9.0867595673,143.207992554,Pacific/Port_Moresby
AYED,XYR,Edwaki Airport,Yellow River Mission,PG,-3.883986,141.792234,Pacific/Port_Moresby
AYFA,FNE,Fane Airport,Fane Mission,PG,-8.5492777778,147.085833333,Pacific/Port_Moresby
AYFI,FIN,Finschhafen Airport,Buki,PG,-6.621750109,147.85405,Pacific/Port_Moresby
AYFR,FAQ,Frieda River Airport,Frieda River,PG,-4.610468,141.960138,Pacific/Port_Moresby
AYGA,GKA,Goroka Airport,Goronka,PG,-6.0816898346,145.391998291,Pacific/Port_Moresby
AYGG,GRL,Garasa Airport,Au,PG,-7.980713,147.213461,Pacific/Port_Moresby
AYGI,GAR,Garaina Airport,Garaina,PG,-7.8756250275,147.141265869,Pacific/Port_Moresby
AYGN,GUR,Gurney Airport,Gurney,PG,-10.3114995956,150.333999634,Pacific/Port_Moresby
AYGP,GAP,Gusap Airport,Gusap,PG,-6.053196,145.959047,Pacific/Port_Moresby
AYGR,PNP,Girua Airport,Popondetta,PG,-8.8045396805,148.309005737,Pacific/Port_Moresby
AYGT,GMI,Gasmata Island Airport,Gasmata Island,PG,-6.2711100578,150.330993652,Pacific/Port_Moresby
AYGV,GVI,Green River Airport,Green River,PG,-3.9022428989,141.170516968,Pacific/Port_Moresby
AYHK,HKN,Kimbe Airport,Hoskins,PG,-5.4621701241,150.4049987793,Pacific/Port_Moresby
AYIQ,KIE,Aropa Airport,Kieta,PG,-6.305,155.727778,Pacific/Bougainville
AYKA,LSA,Losuia Airport,Losuia,PG,-8.5058202744,151.0809936523,Pacific/Port_Moresby
AYKB,KBM,Kabwum,Unknown,PG,-6.1554722222,147.191472222,Pacific/Port_Moresby
AYKC,KDR,Kandrian Airport,Kandrian,PG,-6.2659,149.5581,Pacific/Port_Moresby
AYKI,UNG,Kiunga Airport,Kiunga,PG,-6.1257100105,141.2819976807,Pacific/Port_Moresby
AYKK,KRI,Kikori Airport,Kikori,PG,-7.4243798256,144.2500762939,Pacific/Port_Moresby
AYKM,KMA,Kerema Airport,Kerema,PG,-7.9636101723,145.770996094,Pacific/Port_Moresby
AYKO,KKD,Kokoda Airport,Kokoda,PG,-8.8846788406,147.730957031,Pacific/Port_Moresby
AYKT,KZF,Kaintiba Airport,Kaintiba,PG,-7.50025,146.033833333,Pacific/Port_Moresby
AYKU,KUQ,Kuri Airport,Kuri,PG,-7.135083,143.276111,Pacific/Port_Moresby
AYKV,KVG,Kavieng Airport,Kavieng,PG,-2.5794000626,150.807998657,Pacific/Port_Moresby
AYKW,KWO,Kawito Airport,Kawito,PG,-7.9770069122,142.823577881,Pacific/Port_Moresby
AYKY,LNV,Londolovit Airport,Londolovit,PG,-3.043610096,152.628997803,Pacific/Port_Moresby
AYLM,LMY,Lake Murray Airport,Lake Murray,PG,-7.0099201202,141.494003296,Pacific/Port_Moresby
AYLU,LMI,Lumi Airport,Lumi,PG,-3.4768395113,142.041292191,Pacific/Port_Moresby
AYMC,MYX,Menyamya Airport,Menyamya,PG,-7.2116666667,146.019361111,Pacific/Port_Moresby
AYMD,MAG,Madang Airport,Madang,PG,-5.2070798874,145.789001465,Pacific/Port_Moresby
AYMH,HGU,Mount Hagen Kagamuga Airport,Mount Hagen,PG,-5.826789856,144.296005249,Pacific/Port_Moresby
AYMI,MXK,Mindik Airport,Mindik,PG,-6.4716666667,147.441138889,Pacific/Port_Moresby
AYML,GUV,Mougulu Airport,Mougulu,PG,-6.280859,142.420775,Pacific/Port_Moresby
AYMN,MDU,Mendi Airport,Unknown,PG,-6.1477398872,143.6569976807,Pacific/Port_Moresby
AYMO,MAS,Momote Airport,Unknown,PG,-2.0618898869,147.4239959717,Pacific/Port_Moresby
AYMR,MXH,Moro Airport,Moro,PG,-6.3633298874,143.238006592,Pacific/Port_Moresby
AYMS,MIS,Misima Island Airport,Misima Island,PG,-10.6892004013,152.837997437,Pacific/Port_Moresby
AYNE,GBF,Negarbo(Negabo) Airport,Negarbo,PG,-6.567778,144.703058,Pacific/Port_Moresby
AYNG,MFO,Manguna Airport,Manguna,PG,-5.577778,151.792333,Pacific/Port_Moresby
AYNU,UKU,Nuku Airport,Nuku,PG,-3.676651,142.484334,Pacific/Port_Moresby
AYNZ,LAE,Lae Nadzab Airport,Nadzab,PG,-6.5698299408,146.725997925,Pacific/Port_Moresby
AYOG,OGE,Ogeranang Airport,Unknown,PG,-6.46675,147.364166667,Pacific/Port_Moresby
AYOM,OSE,Omora Airport,Omora,PG,-7.8277777778,147.080638889,Pacific/Port_Moresby
AYPD,PDI,Pindiu Airport,Pindiu,PG,-6.4451388889,147.515833333,Pacific/Port_Moresby
AYPY,POM,Port Moresby Jacksons International Airport,Port Moresby,PG,-9.4433803558,147.2200012207,Pacific/Port_Moresby
AYQA,KRJ,Karawari Airstrip,Unknown,PG,-4.5966666667,143.5225,Pacific/Port_Moresby
AYRG,RMN,Rumginae Airport,Unknown,PG,-5.8972222222,141.271666667,Pacific/Port_Moresby
AYRI,KMR,Karimui Airport,Karimui,PG,-6.4921,144.823,Pacific/Port_Moresby
AYSA,SBE,Suabi Airport,Unknown,PG,-6.1044444444,142.278333333,Pacific/Port_Moresby
AYSE,NIS,Simberi Airport,Simberi Island,PG,-2.6622222222,151.997777778,Pacific/Port_Moresby
AYSG,SIL,Sila Airport,Sila Mission,PG,-9.0735555556,148.38925,Pacific/Port_Moresby
AYSJ,SIM,Simbai Airport,Simbai,PG,-5.2786111111,144.544722222,Pacific/Port_Moresby
AYSS,TDS,Sasereme Airport,Sasereme,PG,-7.622778,142.868889,Pacific/Port_Moresby
AYSU,SKC,Suki Airport,Suki,PG,-8.0466,141.7222,Pacific/Port_Moresby
AYTA,TIZ,Tari Airport,Tari,PG,-5.8449997902,142.947998047,Pacific/Port_Moresby
AYTB,TBG,Tabubil Airport,Tabubil,PG,-5.2786102295,141.2259979248,Pacific/Port_Moresby
AYTE,TFM,Telefomin Airport,Telefomin,PG,-5.1260804642,141.641921997,Pacific/Port_Moresby
AYTI,TPI,Tapini Airport,Tapini,PG,-8.3566666667,146.989166667,Pacific/Port_Moresby
AYTJ,TAJ,Tadji Airport,Aitape,PG,-3.1981918035,142.430963516,Pacific/Port_Moresby
AYTK,RAB,Tokua Airport,Tokua,PG,-4.3404598236,152.380004883,Pacific/Port_Moresby
AYTN,TKW,Tekin Airport,Tekin,PG,-5.2436666667,142.165194444,Pacific/Port_Moresby
AYTU,TFI,Tufi Airport,Tufi,PG,-9.0759544373,149.319839478,Pacific/Port_Moresby
AYVN,VAI,Vanimo Airport,Unknown,PG,-2.6971700191,141.3020019531,Pacific/Port_Moresby
AYWB,WAO,Wabo Airport,Wabo,PG,-6.9894444444,145.075111111,Pacific/Port_Moresby
AYWD,WBM,Wapenamanda Airport,Unknown,PG,-5.6433000565,143.8950042725,Pacific/Port_Moresby
AYWG,AGL,Wanigela Airport,Unknown,PG,-9.3375,149.155555556,Pacific/Port_Moresby
AYWK,WWK,Wewak International Airport,Wewak,PG,-3.5838301182,143.669006348,Pacific/Port_Moresby
AYWO,WOA,Wonenara Airport,Wonenara,PG,-6.7968611111,145.891944444,Pacific/Port_Moresby
AYWS,WSU,Wasu Airport,Wasu,PG,-5.9617094492,147.19822526,Pacific/Port_Moresby
AYWT,WTP,Woitape Airport,Fatima Mission,PG,-8.5458333333,147.2525,Pacific/Port_Moresby
AYWU,WUG,Wau Airport,Wau,PG,-7.3455555556,146.718611111,Pacific/Port_Moresby
BGAA,JEG,Aasiaat Airport,Aasiaat,GL,68.7218017578,-52.7846984863,America/Nuuk
BGBW,UAK,Narsarsuaq Airport,Narsarsuaq,GL,61.1604995728,-45.4259986877,America/Nuuk
BGCO,CNP,Neerlerit Inaat Airport,Neerlerit Inaat,GL,70.7431030273,-22.6504993439,America/Scoresbysund
BGGH,GOH,Godthaab / Nuuk Airport,Nuuk,GL,64.19090271,-51.6781005859,America/Nuuk
BGJN,JAV,Ilulissat Airport,Ilulissat,GL,69.2432022095,-51.0570983887,America/Nuuk
BGKK,KUS,Kulusuk Airport,Kulusuk,GL,65.573600769,-37.1236000061,America/Nuuk
BGMQ,JSU,Maniitsoq Airport,Maniitsoq,GL,65.4124984741,-52.9393997192,America/Nuuk
BGPT,JFR,Paamiut Airport,Paamiut,GL,62.0147361755,-49.6709365845,America/Nuuk
BGQQ,NAQ,Qaanaaq Airport,Qaanaaq,GL,77.4886016846,-69.3887023926,America/Thule
BGSF,SFJ,Kangerlussuaq Airport,Kangerlussuaq,GL,67.0122218992,-50.7116031647,America/Nuuk
BGSS,JHS,Sisimiut Airport,Sisimiut,GL,66.9513015747,-53.7293014526,America/Nuuk
BGTL,THU,Thule Air Base,Thule,GL,76.5311965942,-68.7032012939,America/Thule
BGUK,JUV,Upernavik Airport,Upernavik,GL,72.7901992798,-56.1305999756,America/Nuuk
BGUQ,JQA,Qaarsut Airport,Uummannaq,GL,70.7341995239,-52.6962013245,America/Nuuk
BIAR,AEY,Akureyri Airport,Akureyri,IS,65.6600036621,-18.0727005005,Atlantic/Reykjavik
BIBD,BIU,Bildudalur Airport,Bildudalur,IS,65.6412963867,-23.5461997986,Atlantic/Reykjavik
BIBF,BGJ,Borgarfjordur eystri Airport,Borgarfjordur eystri,IS,65.5164031982,-13.8050003052,Atlantic/Reykjavik
BIBK,BJD,Bakkafjordur Airport,Bakkafjordur,IS,66.0218963623,-14.8243999481,Atlantic/Reykjavik
BIBL,BLO,Hjaltabakki Airport,Blonduos,IS,65.6449966431,-20.2875003815,Atlantic/Reykjavik
BIBR,BQD,Budardalur Airport,Budardalur,IS,65.075302124,-21.8003005981,Atlantic/Reykjavik
BIBV,BXV,Breiddalsvik Airport,Breiddalsvik,IS,64.7900009155,-14.0228004456,Atlantic/Reykjavik
BIDV,DJU,Djupivogur Airport,Djupivogur,IS,64.644203186,-14.2827997208,Atlantic/Reykjavik
BIEG,EGS,Egilsstadir Airport,Egilsstadir,IS,65.2833023071,-14.4013996124,Atlantic/Reykjavik
BIFF,FAS,Faskrudsfjordur Airport,Faskrudsfjordur,IS,64.9317016602,-14.0606002808,Atlantic/Reykjavik
BIFM,FAG,Fagurholsmyri Airport,Fagurholsmyri,IS,63.8746986389,-16.6410999298,Atlantic/Reykjavik
BIGF,GUU,Grundarfjordur Airport,Grundarfjordur,IS,64.9914016724,-23.2247009277,Atlantic/Reykjavik
BIGJ,GJR,Gjogur Airport,Gjogur,IS,65.995300293,-21.3269004822,Atlantic/Reykjavik
BIGR,GRY,Grimsey Airport,Grimsey,IS,66.5458,-18.0173,Atlantic/Reykjavik
BIHK,HVK,Holmavik Airport,Holmavik,IS,65.7046966553,-21.6963996887,Atlantic/Reykjavik
BIHN,HFN,Hornafjordur Airport,Hornafjordur,IS,64.2956008911,-15.2271995544,Atlantic/Reykjavik
BIHT,FLI,Holt Airport,Flateyri,IS,66.0141804294,-23.4416913986,Atlantic/Reykjavik
BIHU,HZK,Husavik Airport,Husavik,IS,65.9523010254,-17.4260005951,Atlantic/Reykjavik
BIHV,HVM,Krokstadarmelar Airport,Hvammstangi,IS,65.2664031982,-20.8469009399,Atlantic/Reykjavik
BIID,HLO,Ingjaldssandur Airport,Onundarfjordur,IS,66.0500030518,-23.696100235,Atlantic/Reykjavik
BIIS,IFJ,Isafjordur Airport,Isafjordur,IS,66.0580978394,-23.1352996826,Atlantic/Reykjavik
BIKF,KEF,Keflavik International Airport,Reykjavik,IS,63.9850006104,-22.6056003571,Atlantic/Reykjavik
BIKP,OPA,Kopasker Airport,Kopasker,IS,66.310798645,-16.4666996002,Atlantic/Reykjavik
BIKR,SAK,Saudarkrokur Airport,Saudarkrokur,IS,65.7316970825,-19.5727996826,Atlantic/Reykjavik
BINF,NOR,Nordfjordur Airport,Nordfjordur,IS,65.1318969727,-13.7463998795,Atlantic/Reykjavik
BIOF,OFJ,Olafsfjordur Airport,Olafsfjordur,IS,66.0832977295,-18.6667003632,Atlantic/Reykjavik
BIPA,PFJ,Patreksfjordur Airport,Patreksfjordur,IS,65.5558013916,-23.9650001526,Atlantic/Reykjavik
BIRE,RHA,Reykholar Airport,Reykholar,IS,65.4526290894,-22.2061157227,Atlantic/Reykjavik
BIRF,OLI,Rif Airport,Rif,IS,64.9113998413,-23.8230991364,Atlantic/Reykjavik
BIRG,RFN,Raufarhofn Airport,Raufarhofn,IS,66.4064025879,-15.918299675,Atlantic/Reykjavik
BIRK,RKV,Reykjavik Airport,Reykjavik,IS,64.1299972534,-21.9405994415,Atlantic/Reykjavik
BIRL,MVA,Reykjahlid Airport,Myvatn,IS,65.6557998657,-16.9181003571,Atlantic/Reykjavik
BISI,SIJ,Siglufjordur Airport,Siglufjordur,IS,66.1333007813,-18.9167003632,Atlantic/Reykjavik
BIST,SYK,Stykkisholmur Airport,Stykkisholmur,IS,65.0580978394,-22.7942008972,Atlantic/Reykjavik
BITE,TEY,Tingeyri Airport,Tingeyri,IS,65.870300293,-23.5599994659,Atlantic/Reykjavik
BITN,THO,Thorshofn Airport,Thorshofn,IS,66.21849823,-15.3355998993,Atlantic/Reykjavik
BIVM,VEY,Vestmannaeyjar Airport,Vestmannaeyjar,IS,63.4243011475,-20.2789001465,Atlantic/Reykjavik
BIVO,VPN,Vopnafjordur Airport,Vopnafjordur,IS,65.7205963135,-14.8506002426,Atlantic/Reykjavik
BKPR,PRN,Pristina International Airport,Prishtina,KS,42.5727996826,21.0358009338,Europe/Belgrade
CAD4,YZZ,Trail Airport,Trail,CA,49.0555992126,-117.60900116,America/Vancouver
CAJ4,YAA,Anahim Lake Airport,Anahim Lake,CA,52.4524993896,-125.3030014038,America/Vancouver
CAL3,DGF,Douglas Lake Airport,Douglas Lake,CA,50.1654600485,-120.171273351,America/Vancouver
CAL4,JHL,Fort MacKay/Albian Aerodrome,Albian Village,CA,57.2238998413,-111.418998718,America/Edmonton
CAM3,DUQ,Duncan Airport,Duncan,CA,48.7545336204,-123.709702492,America/Vancouver
CBBC,ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,CA,52.1850013733,-128.1569976807,America/Vancouver
CBW4,YBO,Bob Quinn Lake Airport,Bob Quinn Lake,CA,56.9667015076,-130.25,America/Vancouver
CCA6,YWM,Williams Harbour Airport,Williams Harbour,CA,52.5668983459,-55.7846984863,America/St_Johns
CCD4,YSO,Postville Airport,Postville,CA,54.9105987549,-59.7867012024,America/Goose_Bay
CCE4,YBI,Black Tickle Airport,Black Tickle,CA,53.4693984985,-55.7849998474,America/St_Johns
CCK4,YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,CA,52.3727989197,-55.6739006042,America/St_Johns
CCP4,YHA,Port Hope Simpson Airport,Port Hope Simpson,CA,52.5280990601,-56.2860984802,America/St_Johns
CCZ2,YRG,Rigolet Airport,Rigolet,CA,54.1796989441,-58.4575004578,America/Goose_Bay
CDK2,DVK,Diavik Airport,Diavik,CA,64.5113983154,-110.289001465,America/Edmonton
CEB3,YCK,Colville Lake Airport,Colville Lake,CA,67.0333023071,-126.0830001831,America/Inuvik
CEM3,YLE,Whati Airport,Whati,CA,63.1316986084,-117.2460021973,America/Edmonton
CER4,NML,Fort McMurray / Mildred Lake Airport,Fort McMurray,CA,57.0555992126,-111.573997498,America/Edmonton
CEW3,ZSP,St. Paul Airport,St. Paul,CA,53.9933013916,-111.379997253,America/Edmonton
CFF4,DAS,Great Bear Lake Airport,Great Bear Lake,CA,66.7031021118,-119.707000732,America/Edmonton
CFG6,YFI,Fort Mackay / Firebag,Suncor Energy Site,CA,57.2758333344,-110.976666667,America/Edmonton
CJV7,SUR,Summer Beaver Airport,Summer Beaver,CA,52.7085990906,-88.5419006348,America/Toronto
CKB6,YAX,Wapekeka Airport,Angling Lake,CA,53.8492012024,-89.5793991089,America/Winnipeg
CKL3,WNN,Wunnumin Lake Airport,Wunnumin Lake,CA,52.893901825,-89.2891998291,America/Winnipeg
CKQ3,YNO,North Spirit Lake Airport,North Spirit Lake,CA,52.4900016785,-92.9710998535,America/Winnipeg
CNE3,XBE,Bearskin Lake Airport,Bearskin Lake,CA,53.9655990601,-91.0271987915,America/Winnipeg
CNK4,YPD,Parry Sound Area Municipal Airport,Parry Sound,CA,45.2574996948,-79.8296966553,America/Toronto
CNM5,KIF,Kingfisher Lake Airport,Kingfisher Lake,CA,53.0125007629,-89.8553009033,America/Winnipeg
CNT3,YOG,Ogoki Post Airport,Ogoki Post,CA,51.6585998535,-85.9017028809,America/Toronto
CPF2,YEB,Bar River Airport,Bar River,CA,46.42029953,-84.0922012329,America/Toronto
CPV7,YHP,Poplar Hill Airport,Poplar Hill,CA,52.1133003235,-94.2555999756,America/Winnipeg
CPV8,KEW,Keewaywin Airport,Keewaywin,CA,52.9911003113,-92.8364028931,America/Winnipeg
CSB2,YSA,Sable Island Landing Strip,Sable Island,CA,43.9303535212,-59.9597740173,America/Halifax
CSK6,YNX,Snap Lake Airport,Snap Lake,CA,63.5936012268,-110.90599823,America/Edmonton
CSU2,YKU,Chisasibi Airport,Chisasibi,CA,53.8055992126,-78.9169006348,America/Toronto
CTB6,ZTB,Tete-a-la-Baleine Airport,Tete-a-la-Baleine,CA,50.6744003296,-59.3835983276,America/Blanc-Sablon
CTK6,ZKG,Kegaska Airport,Kegaska,CA,50.1958007813,-61.2658004761,America/Blanc-Sablon
CTP9,YAU,Donaldson Airport,Kattiniq,CA,61.6622009277,-73.3214035034,America/Toronto
CTU5,ZLT,La Tabatiere Airport,La Tabatiere,CA,50.8307991028,-58.9756011963,America/Blanc-Sablon
CYAB,YAB,Arctic Bay Airport,Unknown,CA,73.0057668174,-85.0425052643,America/Rankin_Inlet
CYAC,YAC,Cat Lake Airport,Cat Lake,CA,51.7271995544,-91.8244018555,America/Winnipeg
CYAD,YAR,La Grande-3 Airport,La Grande-3,CA,53.5717010498,-76.1964035034,America/Toronto
CYAG,YAG,Fort Frances Municipal Airport,Fort Frances,CA,48.6542015076,-93.4396972656,America/Winnipeg
CYAH,YAH,La Grande-4 Airport,La Grande-4,CA,53.754699707,-73.6753005981,America/Toronto
CYAL,YAL,Alert Bay Airport,Alert Bay,CA,50.5821990967,-126.9160003662,America/Vancouver
CYAM,YAM,Sault Ste Marie Airport,Sault Ste Marie,CA,46.4850006104,-84.5093994141,America/Detroit
CYAQ,XKS,Kasabonika Airport,Kasabonika,CA,53.5247001648,-88.6427993774,America/Winnipeg
CYAS,YKG,Kangirsuk Airport,Kangirsuk,CA,60.0271987915,-69.9991989136,America/Toronto
CYAT,YAT,Attawapiskat Airport,Attawapiskat,CA,52.9275016785,-82.4319000244,America/Toronto
CYAV,YAV,Winnipeg / St. Andrews Airport,Winnipeg,CA,50.0564002991,-97.0325012207,America/Winnipeg
CYAW,YAW,Shearwater Airport,Halifax,CA,44.637222,-63.502222,America/Halifax
CYAY,YAY,St. Anthony Airport,St. Anthony,CA,51.3918991089,-56.0830993652,America/St_Johns
CYAZ,YAZ,Tofino / Long Beach Airport,Tofino,CA,49.0798255464,-125.775604248,America/Vancouver
CYBA,YBA,Banff Airport,Banff,CA,51.2073404699,-115.541861057,America/Edmonton
CYBB,YBB,Kugaaruk Airport,Kugaaruk,CA,68.5344009399,-89.8080978394,America/Cambridge_Bay
CYBC,YBC,Baie Comeau Airport,Baie-Comeau,CA,49.1324996948,-68.2043991089,America/Toronto
CYBD,QBC,Bella Coola Airport,Bella Coola,CA,52.3875007629,-126.5960006714,America/Vancouver
CYBE,YBE,Uranium City Airport,Uranium City,CA,59.5614013672,-108.4810028076,America/Swift_Current
CYBF,YBY,Bonnyville Airport,Bonnyville,CA,54.3041992188,-110.7440032959,America/Edmonton
CYBG,YBG,CFB Bagotville,Bagotville,CA,48.3306007385,-70.9963989258,America/Toronto
CYBK,YBK,Baker Lake Airport,Baker Lake,CA,64.2988967896,-96.077796936,America/Rankin_Inlet
CYBL,YBL,Campbell River Airport,Campbell River,CA,49.9508018494,-125.2710037231,America/Vancouver
CYBQ,XTL,Tadoule Lake Airport,Tadoule Lake,CA,58.7061004639,-98.5121994019,America/Winnipeg
CYBR,YBR,Brandon Municipal Airport,Brandon,CA,49.9099998474,-99.9518966675,America/Winnipeg
CYBT,YBT,Brochet Airport,Brochet,CA,57.8894004822,-101.6790008545,America/Winnipeg
CYBV,YBV,Berens River Airport,Berens River,CA,52.3588981628,-97.0183029175,America/Winnipeg
CYBW,YBW,Calgary / Springbank Airport,Calgary,CA,51.103099823,-114.374000549,America/Edmonton
CYBX,YBX,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,CA,51.4435997009,-57.1852989197,America/Blanc-Sablon
CYCA,YRF,Cartwright Airport,Cartwright,CA,53.682800293,-57.0419006348,America/Goose_Bay
CYCB,YCB,Cambridge Bay Airport,Cambridge Bay,CA,69.1081008911,-105.138000488,America/Cambridge_Bay
